"","resp_id","date","version","age","agegroup","gender","educ","v5","v6","v7","v8_code_1","v8_code_2","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49E","v49F","v49G","v49H","v49I","v49S","v49J","v49R","v50","v51","v52A","v52B","v52C","v52D","v52E","v52F","v52G","v52H","v52I","v52J","v52K","v52R","v52S","v52T","v52U","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v75","v76","v77","v78","v79","v93","v94","v95","v104","v105","v105A","v106","v107","v108","v111","v112","v113","v114","v115","v116","v117","v118","v129","v130","v131","v132","v133","v134","v135","v137","v138_code","v139","v140","v141","v142","v143_code","v144","v148","v149","midgam","interview_wave2","date_after","v1_after","v2_after","v3_after","v4_after","v5_after","v6A_after","v6B_after","v6C_after","v6D_after","v6E_after","v6F_after","v6G_after","v6H_after","v6I_after","v6J_after","v7_after","V8A_after_code1","V8A_after_code2","V8A_after_code3","V8B_after_code1","V8B_after_code2","V8B_after_code3","v9_after","v10_after","v11_after","v17_after","v18_after","c_resp_id_before","c_date_before","girsa_c","c301","c302","c303","c304","c305","c306","c307","c308","c309","c104","c8_Code1","c8_Code2","c19","c20","c21","c25","c28","c29","c49_a","c49_b","c49_c","c49_d","c49_f","c49_h","c49_j","c52_a","c52_b","c52_d","c52_e","c52_g","c52_i","c52_k","c106","c107","c111","c310","c148","c149","d_resp_id_after","d_date_after","D1","D2","D4","D7","D9","D17","D18","educ_w","religiosity_w","educ_arab_w","weights_panel_1","weights_panel_2","weights_panel_3","weights_panel_4"
"1510",200261,"07/04/2019",2,65,6,1,1,1,1,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,0,4,0,0,4,4,0,0,0,0,5,5,10,10,0,0,5,0,0,5,5,0,0,NA,NA,NA,NA,5,3,2,99,2,1,1,1,1,1,98,98,98,98,98,98,98,3,4,3,1,96,NA,NA,NA,NA,3,2,1,94,98,NA,1,1,5,3,1,2,NA,NA,NA,NA,NA,1,3,1,2,2,NA,10,1,"52",1,3,4,3,1,4,1,1,4,1,"17/04/2019",2,94,6,4,1,2,2,8,4,4,1,9,1,1,1,8,43,NA,NA,2,NA,NA,4,4,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"1511",200264,"07/04/2019",2,NA,3,2,6,1,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,5,4,5,5,4,3,2,0,0,0,3,6,4,7,6,6,98,5,98,0,6,8,0,2,NA,NA,NA,NA,3,3,2,3,3,5,5,5,3,3,2,3,4,4,4,4,4,2,4,4,3,2,3,3,3,3,2,2,2,2,1,NA,5,5,1,4,1,2,NA,NA,NA,NA,NA,1,2,1,1,1,NA,2,1,"52",3,4,4,3,1,5,1,1,4,1,"06/05/2019",1,1,1,4,1,5,3,4,4,2,3,3,5,3,3,5,64,48,NA,3,NA,NA,2,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,4,NA,0.664987325186367,0.638758498798912,NA,NA
"1512",200267,"07/04/2019",2,39,3,1,4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,7,5,8,8,4,5,5,5,7,2,2,7,5,8,7,7,6,6,6,5,5,5,5,4,NA,NA,NA,NA,4,4,2,3,3,2,2,2,2,2,1,3,3,3,3,3,3,2,4,1,1,4,3,1,4,3,4,5,3,4,2,11,5,5,5,3,3,5,NA,NA,NA,NA,NA,6,2,1,3,1,NA,1,2,"44",2,4,3,4,1,3,1,1,4,1,"14/04/2019",1,4,4,2,1,4,3,2,1,4,3,4,5,4,4,4,68,NA,NA,28,NA,NA,1,4,4,1,1,203424,"05/09/2019",2,3,2,2,3,2,1,3,2,2,5,10,NA,1,3,2,NA,NA,NA,8,7,6,9,5,4,3,9,7,6,6,7,5,5,1,1,3,1,1,1,204476,"22/09/2019",2,94,2,6,1,1,1,2,3,NA,1.04829361271311,1.09107106015303,1.15882020500763,1.15350113293742
"1513",200274,"07/04/2019",1,72,7,1,5,1,3,3,33,1,3,2,3,1,1,2,1,3,4,2,1,4,4,2,2,2,1,NA,NA,NA,NA,NA,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,99,1,NA,NA,NA,2,5,1,2,9,5,5,3,3,1,2,2,2,2,1954,2,1,"63",3,3,2,3,1,5,1,1,4,1,"17/04/2019",1,2,2,5,1,5,5,2,3,5,2,4,4,5,5,5,43,56,NA,97,NA,NA,2,3,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,4,NA,0.664987325186367,0.638758498798912,NA,NA
"1514",200275,"07/04/2019",2,29,2,2,7,1,3,99,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,NA,7,NA,NA,NA,NA,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,1,7,4,1,2,4,5,98,98,7,1,NA,98,98,7,99,1,98,NA,NA,NA,NA,NA,1,3,1,1,3,NA,1,2,"23",1,3,4,3,1,1,1,1,4,1,"28/04/2019",1,7,6,2,1,9,9,5,8,8,8,8,4,8,8,8,43,NA,NA,3,NA,NA,1,3,8,1,1,203432,"05/09/2019",2,3,98,1,1,98,1,3,3,3,7,71,NA,4,98,1,NA,NA,NA,5,0,0,0,0,0,0,5,0,0,98,98,0,0,1,1,4,1,1,1,204267,"19/09/2019",1,7,3,9,1,1,1,4,1,NA,1.04892898857783,0.959414772825712,1.02265764861452,0.994324040454189
"1515",200284,"07/04/2019",2,32,3,1,5,1,3,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,98,4,98,98,7,0,0,98,98,98,10,0,2,98,3,98,98,98,98,8,0,0,98,NA,NA,NA,NA,5,4,1,1,1,2,4,1,1,4,2,4,4,2,4,1,3,4,4,2,3,10,4,1,1,1,3,1,3,10,1,NA,1,1,3,2,3,1,NA,NA,NA,NA,NA,1,2,4,4,4,2000,1,1,"75",2,2,2,1,1,5,1,1,4,1,"17/04/2019",1,10,6,3,1,1,4,3,2,2,4,4,2,3,2,5,74,55,NA,34,NA,NA,1,3,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,4,NA,0.664987325186367,0.638758498798912,NA,NA
"1516",200287,"07/04/2019",2,70,7,1,8,1,3,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,8,8,4,4,7,6,5,2,0,6,6,5,8,6,6,5,6,4,2,5,5,4,3,3,NA,NA,NA,NA,3,3,2,3,3,3,5,5,3,2,3,4,4,4,4,4,3,3,1,1,1,3,3,1,2,2,5,3,3,3,1,NA,1,4,2,5,1,2,NA,NA,NA,NA,NA,1,2,1,3,3,NA,1,1,"26",3,6,2,2,1,5,1,1,4,1,"16/04/2019",1,2,1,5,1,4,4,2,2,4,3,4,2,2,2,5,54,80,NA,11,22,13,2,3,3,1,1,203385,"05/09/2019",2,2,2,5,4,3,4,4,4,1,2,21,NA,2,3,3,NA,NA,NA,4,8,8,5,7,7,6,5,7,7,4,6,6,6,5,5,5,1,1,1,204305,"19/09/2019",1,2,4,6,3,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"1517",200291,"07/04/2019",1,35,3,2,4,1,3,3,5,NA,5,3,4,3,2,1,3,4,1,2,3,3,4,1,2,2,1,NA,NA,NA,NA,NA,4,1,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,98,1,NA,NA,NA,99,5,3,1,10,5,1,4,4,3,2,1,1,1,NA,3,1,"43",2,5,3,3,1,5,1,1,4,1,"17/04/2019",1,10,1,2,1,4,4,2,4,3,3,3,4,2,4,3,98,NA,NA,98,NA,NA,2,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,4,NA,0.90115712740743,0.899936424246566,NA,NA
"1518",200292,"07/04/2019",1,73,7,1,3,1,3,2,65,NA,3,3,3,2,1,4,4,1,3,2,3,2,4,2,3,2,1,NA,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,2,2,NA,NA,NA,NA,4,4,98,5,10,9,2,3,3,4,1,1,4,3,NA,1,1,"Y2",1,3,1,3,1,5,1,1,4,1,"15/04/2019",1,2,3,3,3,5,1,2,2,4,2,5,3,4,4,5,93,NA,NA,93,NA,NA,2,3,3,1,1,203454,"06/09/2019",1,2,2,4,3,4,5,5,1,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,204387,"19/09/2019",1,2,1,2,3,1,1,1,4,NA,1.36234634287658,1.41584627244305,1.45805783556093,1.49341784853174
"1519",200294,"07/04/2019",2,27,2,1,4,1,2,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,4,7,6,2,1,5,1,1,1,1,1,7,7,10,7,3,7,8,3,1,7,2,5,0,NA,NA,NA,NA,5,2,1,1,1,5,2,5,5,4,2,3,2,4,4,1,3,2,3,3,1,96,NA,NA,NA,NA,4,5,3,1,NA,NA,1,1,5,3,1,5,NA,NA,NA,NA,NA,1,2,1,1,1,NA,2,1,"51",3,3,3,3,1,4,1,1,4,1,"15/04/2019",1,1,2,5,1,5,3,5,4,2,2,4,4,2,2,5,41,47,NA,7,1,NA,2,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,3,NA,1.04829361271311,1.09107106015303,NA,NA
"1520",200297,"07/04/2019",1,NA,6,2,7,1,1,3,33,NA,2,3,2,4,2,2,2,1,3,4,4,1,1,2,3,3,3,NA,NA,NA,NA,NA,3,3,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,4,97,1,NA,NA,NA,98,98,1,5,10,8,6,4,4,1,4,1,3,3,NA,1,2,"23",3,3,2,2,1,2,1,1,4,1,"15/04/2019",1,31,6,4,1,4,2,4,2,5,1,4,4,3,3,5,83,NA,NA,83,NA,NA,1,3,4,1,1,203584,"09/09/2019",1,2,98,98,98,98,98,98,1,1,99,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204764,"23/09/2019",1,99,4,3,1,1,1,4,2,NA,1.06653502734965,1.08177354065321,1.07336062748564,1.11641077724602
"1521",200299,"07/04/2019",1,39,3,2,7,1,3,3,47,60,5,3,5,3,98,3,NA,NA,NA,NA,99,3,4,99,3,4,1,1,4,2,3,3,3,4,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,1,1,3,94,1,NA,NA,NA,94,4,3,1,8,4,4,3,4,1,2,NA,NA,NA,NA,NA,1,"Y2",3,3,5,3,2,4,2,2,4,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,3,3,0.365122616291046,1,1,1
"1522",200300,"07/04/2019",1,35,3,2,5,1,2,2,31,NA,3,3,3,3,2,2,4,1,2,3,4,4,1,98,2,4,2,NA,NA,NA,NA,NA,3,4,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,97,2,91,NA,NA,1,1,1,1,10,10,5,4,4,1,3,1,1,1,NA,3,2,"41",2,3,4,3,1,4,1,1,4,1,"15/04/2019",1,1,6,5,1,4,8,5,1,4,2,1,5,3,4,8,57,NA,NA,17,NA,NA,4,4,4,1,1,203819,"11/09/2019",1,1,1,1,1,1,5,1,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,204298,"19/09/2019",1,1,5,6,1,1,1,3,3,NA,0.773563171534316,0.774422385503248,0.770718894606317,0.76700301235974
"1523",200302,"07/04/2019",2,67,6,1,3,1,2,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,8,8,3,2,5,6,3,2,1,1,1,5,5,4,8,8,8,3,1,5,6,4,3,2,NA,NA,NA,NA,3,3,1,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,1,1,1,3,4,3,3,3,4,4,1,97,2,93,5,5,2,5,1,1,NA,NA,NA,NA,NA,1,3,2,2,2,1955,3,2,"Y2",3,4,4,3,1,3,1,1,4,1,"14/04/2019",1,2,3,4,1,2,4,2,4,2,2,4,2,2,2,1,43,NA,NA,1,NA,NA,2,4,4,1,1,203642,"10/09/2019",2,1,1,2,5,1,4,5,5,1,3,32,NA,1,4,3,NA,NA,NA,0,8,8,1,6,6,1,1,8,8,2,5,5,2,5,5,6,1,1,1,204762,"23/09/2019",1,3,5,6,4,1,1,1,3,NA,1.58478352565356,1.71655336073487,1.80643336983162,1.84230222241102
"1524",200303,"07/04/2019",2,73,7,2,5,1,2,3,33,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,98,98,98,98,98,98,98,98,98,98,98,98,5,9,5,8,8,8,5,3,7,7,5,3,98,NA,NA,NA,NA,3,3,1,2,3,5,5,5,3,3,4,4,3,4,4,4,3,1,1,1,1,2,98,2,2,3,2,5,5,2,NA,NA,4,4,4,5,3,2,NA,NA,NA,NA,NA,6,2,2,2,2,1972,3,1,"21",2,4,1,2,1,4,1,1,4,1,"17/04/2019",1,2,4,4,4,4,2,2,2,4,4,5,8,4,2,5,51,43,NA,13,NA,NA,8,4,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,3,NA,0.773563171534316,0.774422385503248,NA,NA
"1525",200304,"07/04/2019",1,87,8,1,7,1,2,3,2,NA,4,3,98,2,1,2,1,3,4,2,1,98,98,2,3,3,1,NA,NA,NA,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,3,1,NA,NA,NA,2,6,3,5,10,5,5,4,4,1,1,1,3,3,NA,10,1,"Y2",5,3,2,3,1,5,1,1,4,1,"14/04/2019",1,2,1,5,1,4,4,2,2,2,2,2,2,2,3,5,86,NA,NA,22,NA,NA,8,2,3,1,1,203387,"05/09/2019",1,1,1,4,4,1,4,3,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,204282,"19/09/2019",1,2,5,6,4,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"1526",200305,"07/04/2019",1,29,2,1,6,1,4,4,15,NA,5,3,3,4,1,4,NA,NA,NA,NA,99,98,4,2,1,3,1,1,4,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,4,94,98,NA,NA,NA,94,7,98,5,10,5,5,4,4,1,3,NA,NA,NA,NA,NA,1,"98",1,4,4,3,2,3,2,2,4,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,3,2,0.76993864774704,1,1,1
"1527",200308,"07/04/2019",2,63,6,2,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,98,6,7,7,0,7,8,10,9,0,0,4,3,10,8,4,3,8,7,6,8,8,9,7,NA,NA,NA,NA,3,4,2,2,2,4,5,2,2,2,1,4,4,4,4,4,2,2,2,2,3,8,4,2,2,2,3,4,5,8,1,NA,5,1,8,4,3,1,NA,NA,NA,NA,NA,3,2,2,2,2,1961,2,2,"02",1,2,1,3,1,4,1,1,4,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,NA,NA,NA
"1528",200310,"07/04/2019",1,70,7,1,7,1,2,4,35,NA,5,4,3,1,1,2,NA,NA,NA,NA,1,4,4,1,4,4,1,1,3,4,1,4,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,5,5,5,99,1,NA,NA,NA,99,7,98,1,10,5,1,4,4,1,3,NA,NA,NA,NA,NA,1,"31",2,4,2,1,5,2,2,2,4,1,"17/04/2019",1,99,4,4,1,1,1,2,1,1,3,5,4,1,5,1,72,65,NA,21,NA,NA,2,2,9,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,2,3,0.365122616291046,0.383954167366028,1,1
"1529",200311,"07/04/2019",1,75,7,1,3,1,1,3,31,NA,4,3,4,4,1,3,3,1,4,2,4,4,4,2,1,4,1,NA,NA,NA,NA,NA,4,4,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,98,1,NA,NA,NA,98,98,1,2,10,5,2,4,4,1,2,2,2,98,1949,2,2,"33",3,8,2,3,1,4,1,1,4,1,"14/04/2019",2,94,2,1,1,8,8,2,4,2,8,4,4,4,8,8,68,NA,NA,86,NA,NA,31,2,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"1530",200313,"07/04/2019",2,60,6,2,3,1,2,1,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,98,0,5,5,0,0,0,7,8,0,0,10,4,10,3,3,0,4,4,0,3,4,5,0,NA,NA,NA,NA,5,4,1,4,4,5,5,4,4,3,2,2,3,1,4,4,4,2,2,2,3,1,1,1,4,4,1,4,4,94,1,NA,98,2,98,98,3,1,NA,NA,NA,NA,NA,3,2,1,2,2,NA,10,1,"Y1",1,3,2,1,1,4,1,1,4,1,"14/04/2019",2,94,6,2,1,2,3,2,4,2,8,4,4,2,2,5,43,NA,NA,3,NA,NA,1,3,4,1,1,203717,"10/09/2019",2,3,98,1,2,98,98,98,98,98,98,23,NA,4,98,1,NA,NA,NA,10,10,5,0,0,0,0,9,6,4,0,0,0,0,98,98,98,1,1,1,204699,"23/09/2019",2,94,4,6,1,1,1,1,3,NA,1.58478352565356,1.71655336073487,1.80643336983162,1.84230222241102
"1531",200314,"07/04/2019",1,51,5,1,8,1,5,4,49,NA,4,3,5,3,1,2,NA,NA,NA,NA,1,3,4,2,2,4,1,2,4,3,1,1,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,5,1,3,97,2,92,NA,NA,11,7,98,3,10,3,1,1,4,1,1,NA,NA,NA,NA,NA,1,"21",4,5,3,3,2,5,2,2,4,1,"16/04/2019",1,99,6,5,1,3,2,4,1,3,3,1,5,3,5,5,65,NA,NA,14,22,21,4,1,1,2,2,203993,"15/09/2019",1,2,2,4,5,1,1,5,3,1,11,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,2,204903,"24/09/2019",1,11,5,6,2,2,2,4,4,3,0.365122616291046,0.383954167366028,0.351706027984619,0.345360815525055
"1532",200315,"07/04/2019",1,25,2,1,7,1,3,3,47,22,2,2,5,3,1,3,NA,NA,NA,NA,1,2,4,2,2,3,1,98,4,3,3,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,1,99,1,NA,NA,NA,11,98,1,2,10,3,3,2,3,6,1,NA,NA,NA,NA,NA,1,"24",2,3,3,1,5,5,2,2,4,1,"30/04/2019",1,12,6,4,4,3,4,1,1,4,4,4,4,2,4,2,72,71,NA,30,NA,NA,2,1,1,2,2,203890,"12/09/2019",1,2,2,98,4,4,1,4,3,3,11,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,98,1,2,2,204890,"24/09/2019",1,11,4,4,3,2,2,4,4,3,0.365122616291046,0.383954167366028,0.351706027984619,0.345360815525055
