"","version","age_1","agegroup_1","sex_1","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v51","v52","v53","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v68a","v69","v70","v71","v72a","v72b","v73a","v73b","v74a","v74b","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","v174","v175","v176","nv176","v177","v178","v179","nv179","v179a","v180","nv180","v180a","v181_1","v182","v183","v184","v185","v186","v187","v188","v189_1","v190","v191","v192","v193","v194_1","v195","day","month","zone","sample","panel","mergenumber","age_2","agegroup_2","sex_2","v189_2","v181_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","q21","v194_2","date","w_arabs"
"471",2,44,4,1,1,2,2,17,3,3,NA,NA,NA,NA,NA,2,3,3,1,NA,NA,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,4,1,3,2,2,NA,NA,NA,3,3,3,1,3,2,2,NA,NA,NA,2,8,5,8,3,3,5,7,3,1,7,5,4,2,3,1,3,2,3,5,5,5,5,3,3,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,4,NA,2,3,1,2,NA,3,NA,3,5,2,5,1,1,1,1,1,1,1,2,1,9,2,1,1,5,2,2,2,2,7,4,9,1,13,1,1,4,3,2,NA,NA,NA,NA,1,2,2,2,56,3,NA,NA,56,3,2,56,3,2,15,1,"13",3,2,5,4,3,1,1,6,0,7900,1,1,21,1,3,1,1,39241039,44,4,1,1,14,1,NA,2,2,4,3,4,4,1,5,5,5,3,3,5,4,3,4,5,2,1,1,15,1
"472",3,23,2,1,1,3,3,17,4,4,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,4,2,4,3,3,NA,NA,NA,3,NA,9,NA,NA,3,3,NA,NA,NA,3,7,5,9,3,5,8,3,3,NA,8,5,9,2,1,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,4,5,9,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,4,NA,5,NA,2,3,2,9,4,NA,1,2,2,3,1,3,2,9,9,NA,9,NA,2,NA,NA,5,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,2,1,NA,NA,80,90,50,2,2,2,1,4,2,3,NA,NA,NA,NA,1,2,1,1,1,1,NA,NA,90,3,8,1,1,6,13,2,"y5",2,5,5,4,2,1,1,6,0,5000,1,1,22,1,3,1,1,547652256,23,2,1,1,13,1,NA,2,1,4,4,4,3,1,4,3,3,3,4,3,3,4,4,1,5,2,1,15,1
"473",2,58,5,2,1,3,3,1,5,4,NA,NA,NA,NA,NA,2,2,3,2,NA,NA,1,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,NA,NA,NA,4,4,3,2,3,NA,NA,NA,3,3,2,3,3,2,3,NA,NA,NA,2,3,6,5,1,7,8,3,7,1,5,2,99,1,2,2,1,1,3,3,5,5,5,3,2,3,2,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,2,1,2,1,3,2,NA,5,NA,4,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,6,97,90,8,7,40,60,60,1,13,1,1,2,4,3,NA,NA,NA,NA,8,3,1,3,1,1,NA,NA,70,3,8,70,3,8,12,2,"45",9,4,3,4,3,1,2,3,1,8300,1,1,2,2,3,3,1,39652018,58,NA,2,1,12,1,NA,99,99,9,4,1,3,2,4,4,4,4,4,4,4,4,2,1,9,1,1,16,1
"474",2,44,4,2,1,4,3,1,2,3,NA,NA,NA,NA,NA,3,2,4,4,NA,NA,1,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,2,4,4,2,2,NA,NA,NA,4,9,2,2,2,2,4,NA,NA,NA,2,7,5,1,2,2,2,2,9,1,7,5,1,2,1,1,3,2,3,2,3,2,2,2,5,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,2,2,3,1,2,NA,3,NA,3,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,5,97,97,8,3,70,90,40,1,3,1,2,2,4,3,NA,NA,NA,NA,2,3,1,3,1,1,NA,NA,68,3,8,68,3,8,12,NA,"33",2,1,5,4,2,1,2,3,0,1304,1,1,26,1,3,2,1,39793013,44,NA,2,1,12,1,NA,3,7,2,4,1,4,2,4,4,4,3,4,5,4,4,4,4,5,2,1,16,1
"475",2,19,1,2,1,4,4,2,5,5,NA,NA,NA,NA,NA,4,3,3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,1,1,1,1,4,2,4,NA,NA,NA,3,2,4,1,3,2,3,1,9,4,1,2,1,1,2,2,1,1,2,1,2,1,3,3,4,3,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,2,1,1,9,3,9,NA,3,NA,4,5,2,2,1,1,1,1,1,1,1,1,2,9,2,1,1,5,19,99,8,19,40,30,30,2,98,1,NA,NA,NA,NA,3,2,1,4,8,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,"42",3,9,3,4,3,2,NA,3,NA,507,2,2,3,2,4,3,1,49963845,19,1,2,2,12,1,NA,19,90,14,3,4,3,2,3,2,1,1,1,5,5,5,1,5,1,2,1,16,1.42857146263123
"476",2,50,5,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,2,1,2,3,NA,NA,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,1,3,4,2,2,NA,NA,NA,3,2,4,3,4,1,2,NA,NA,NA,2,1,1,10,1,5,8,5,3,1,5,5,2,2,3,2,3,2,3,1,5,5,5,3,4,3,1,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,3,2,3,2,3,NA,4,NA,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,2,2,2,2,0,100,0,1,2,1,2,1,4,3,NA,NA,NA,NA,2,2,1,3,61,2,NA,NA,61,2,1,61,2,1,16,2,"42",3,3,4,4,3,1,2,6,1,3652,1,1,1,2,8,3,1,86510978,50,NA,1,1,17,1,NA,2,2,1,3,6,5,2,5,4,1,1,1,1,4,1,4,5,5,2,1,16,1
"477",2,25,2,1,1,3,3,1,2,3,NA,NA,NA,NA,NA,1,3,3,4,NA,NA,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,4,2,3,2,2,NA,NA,NA,3,3,3,3,3,1,4,NA,NA,NA,2,8,5,6,1,5,4,1,1,1,8,8,5,2,1,1,3,3,1,3,4,4,3,2,5,3,2,1,1,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,2,1,3,1,2,NA,4,NA,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,1,90,1,1,30,50,20,1,1,1,1,4,2,3,NA,NA,NA,NA,8,2,1,1,1,1,NA,NA,1,1,6,22,4,9,15,1,"y5",9,1,7,4,1,1,1,6,0,8700,1,1,2,2,9,3,1,97442272,25,NA,1,1,14,1,NA,1,90,2,4,1,3,1,5,4,4,2,1,4,4,4,4,9,2,2,1,16,1
"478",2,56,5,2,1,3,2,1,4,4,NA,NA,NA,NA,NA,2,2,3,2,NA,NA,3,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,4,3,3,2,1,NA,NA,NA,2,4,2,4,1,2,3,NA,NA,NA,3,999,999,999,999,999,999,1,9,4,5,5,9,2,1,1,9,3,1,2,3,3,2,3,3,2,2,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,2,1,2,3,1,1,2,NA,3,NA,5,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,97,91,8,97,25,35,20,2,1,1,1,2,4,3,NA,NA,NA,NA,8,2,1,2,1,1,NA,NA,1,1,6,1,1,6,20,1,"15",1,1,7,4,2,1,1,6,1,1224,1,1,1,2,9,3,1,97493912,56,NA,2,1,20,1,NA,3,2,2,3,1,5,2,3,3,5,3,2,4,4,3,5,9,2,9,1,16,1
"479",3,42,4,2,1,4,4,17,2,3,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,3,2,4,3,2,NA,NA,NA,2,NA,1,NA,NA,2,3,NA,NA,NA,1,8,7,5,6,4,3,1,1,NA,8,3,6,2,1,1,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,5,6,8,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,9,1,3,1,3,2,3,1,3,1,2,2,3,1,3,1,3,1,3,1,9,1,NA,NA,3,4,NA,4,1,1,2,1,1,2,1,1,2,1,2,1,1,4,1,90,NA,NA,50,50,10,1,8,1,1,2,4,3,NA,NA,NA,NA,8,3,1,2,1,1,NA,NA,65,2,7,63,2,7,19,1,"0",2,3,5,4,2,1,1,6,0,4000,1,1,25,1,4,2,1,48228136,42,NA,2,1,20,1,NA,1,1,2,3,4,5,1,4,4,4,1,1,2,4,2,4,4,4,1,1,16,1
"480",3,46,4,1,1,5,4,23,5,4,NA,NA,NA,NA,NA,3,2,2,9,NA,NA,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,4,3,3,3,2,NA,NA,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,8,7,5,7,5,5,2,1,NA,8,8,2,3,1,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,5,9,8,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,2,1,3,1,3,4,NA,3,2,3,1,1,2,3,9,3,1,3,2,7,NA,NA,1,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,9,3,3,NA,NA,50,65,80,1,1,1,1,2,9,9,NA,NA,NA,NA,8,2,8,2,1,1,NA,NA,8,5,10,63,2,7,20,1,"81",2,1,4,4,3,1,2,6,1,9000,1,1,28,1,8,2,1,86409862,46,4,1,1,20,1,NA,1,1,2,4,4,3,1,4,9,5,2,2,2,5,2,2,1,9,2,1,16,1
"481",3,19,1,2,1,4,2,6,5,5,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,4,4,4,3,3,NA,NA,NA,2,NA,4,NA,NA,2,1,NA,NA,NA,1,7,9,5,7,2,2,1,2,NA,5,10,3,5,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,99,8,8,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,1,3,2,3,2,2,3,2,3,3,2,3,1,3,2,3,2,3,1,3,2,8,NA,NA,6,6,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,3,90,NA,NA,NA,NA,NA,1,99,2,1,2,4,3,NA,NA,NA,NA,2,8,8,1,1,1,NA,NA,1,1,6,1,1,6,12,NA,"y1",3,5,7,4,3,1,1,3,0,8300,1,1,28,1,54,2,1,546247949,NA,NA,2,1,12,1,NA,3,1,1,2,1,4,1,5,2,1,4,1,4,4,4,1,5,1,2,1,16,1
"482",3,NA,2,2,1,3,2,46,4,4,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,4,3,4,1,1,NA,NA,NA,2,NA,4,NA,NA,2,2,NA,NA,NA,3,5,7,3,7,3,2,10,2,NA,7,3,99,5,NA,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,9,NA,1,2,2,3,2,1,1,2,1,3,1,2,5,NA,1,3,1,2,2,NA,NA,5,5,NA,5,1,1,1,1,1,2,2,1,2,9,2,1,1,5,99,99,NA,NA,50,60,30,1,99,1,1,4,2,3,NA,NA,NA,NA,1,3,8,2,1,1,NA,NA,1,1,6,1,1,6,13,2,"y5",4,1,6,4,3,1,1,6,1,3000,1,1,18,1,54,1,1,546816667,22,NA,2,1,12,1,NA,1,3,2,4,1,5,2,4,4,1,1,1,5,5,4,5,5,2,2,1,16,1
"483",1,29,2,1,1,3,2,6,5,3,9,6,9,2,1,2,1,3,3,2,1,3,4,3,2,1,1,5,5,2,7,1,1,1,3,1,1,1,3,3,3,2,3,4,4,1,4,2,4,NA,2,NA,NA,4,4,7,8,9,3,9,7,6,9,3,8,4,1,NA,8,8,2,2,1,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,3,2,1,2,NA,NA,5,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,4,3,2,NA,NA,NA,NA,2,2,1,2,1,1,NA,NA,8,5,10,27,4,9,15,1,"5",2,2,6,4,3,1,1,6,1,888,1,1,25,1,8,2,1,88582687,29,NA,1,1,15,1,NA,1,98,2,4,1,5,2,2,2,4,2,2,4,4,2,4,4,2,1,1,16,1
"484",1,34,3,1,1,3,3,47,4,2,6,6,3,2,1,2,2,2,2,3,1,2,3,1,4,2,1,3,7,3,4,1,4,1,1,2,2,2,4,3,4,4,3,2,2,2,3,2,3,NA,3,NA,NA,1,3,9,4,9,3,6,5,3,5,1,1,1,9,NA,7,2,1,1,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,2,5,NA,1,3,1,2,NA,NA,6,5,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,8,99,NA,NA,NA,NA,NA,NA,8,2,4,2,1,3,NA,NA,NA,NA,1,2,1,1,1,1,NA,NA,1,1,6,1,1,6,19,2,"3",1,3,4,4,2,1,1,6,0,6300,1,1,3,2,3,3,1,525627373,34,NA,1,1,NA,1,NA,3,91,4,4,1,5,1,5,1,1,1,1,1,5,1,5,9,2,1,1,22,1
"485",1,36,3,1,1,5,4,45,4,3,5,5,5,2,3,4,1,3,3,1,1,4,4,3,2,1,1,4,7,5,7,1,4,3,1,2,1,1,3,3,3,2,3,2,3,3,3,3,3,NA,2,NA,NA,3,4,6,6,6,1,6,7,6,5,6,7,10,7,NA,8,7,7,2,1,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,2,3,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,4,NA,4,NA,4,NA,NA,NA,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,7,2,NA,NA,NA,NA,NA,NA,97,2,2,1,4,3,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,63,2,7,63,2,7,12,2,"71",3,1,4,4,3,1,2,3,0,9000,1,1,25,1,9,2,1,96414929,36,NA,1,1,12,1,NA,2,2,1,4,1,5,1,5,2,4,1,2,5,4,1,4,9,2,1,1,24,1
"486",1,19,1,2,1,5,2,1,4,2,4,8,9,2,2,4,3,1,2,3,1,2,NA,NA,NA,NA,4,3,3,4,3,3,7,NA,3,1,1,2,4,2,NA,3,4,2,1,2,2,NA,1,NA,9,NA,NA,3,4,99,5,5,3,1,2,1,2,1,1,999,2,NA,2,1,99,1,3,2,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,3,1,1,2,NA,NA,3,6,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,17,99,NA,NA,NA,NA,NA,NA,98,1,NA,NA,NA,NA,3,4,2,1,8,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,"y0",3,5,5,4,2,2,NA,3,NA,637,2,2,4,2,4,3,1,46351610,19,NA,2,2,12,1,NA,17,99,3,2,6,3,2,5,3,1,3,4,5,1,5,5,4,4,1,2,15,1.42857146263123
"487",1,20,1,1,1,3,3,15,4,2,6,4,3,3,2,4,3,2,1,4,1,9,NA,NA,NA,NA,3,5,6,4,7,3,5,NA,1,1,1,2,3,3,NA,4,3,4,4,1,4,NA,3,NA,9,NA,NA,2,2,5,3,5,1,1,7,1,8,3,3,9,4,NA,3,1,99,1,1,3,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,NA,3,9,3,9,5,NA,NA,NA,6,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,97,90,NA,NA,NA,NA,NA,NA,98,1,NA,NA,NA,NA,1,2,3,9,8,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,"y0",3,5,2,4,3,NA,NA,6,NA,7300,2,2,27,1,4,2,1,46556849,20,NA,1,3,13,2,4,NA,98,30,2,6,5,2,5,3,1,1,1,5,5,5,1,1,2,2,2,15,1
"488",2,40,4,1,1,3,3,17,3,4,NA,NA,NA,NA,NA,2,3,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,2,3,9,4,4,3,3,NA,NA,NA,3,5,5,10,4,1,1,999,3,4,5,5,2,2,1,2,1,2,1,3,3,3,3,3,4,3,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,1,2,1,NA,5,NA,5,5,3,4,1,1,1,1,1,2,2,2,2,9,2,2,1,4,2,2,2,2,0,90,50,9,1,1,NA,NA,NA,NA,1,3,4,2,8,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,"4",5,1,2,4,1,4,NA,6,NA,481,2,2,26,1,4,2,1,46782233,40,NA,1,4,15,1,NA,2,2,1,1,3,5,1,5,3,2,4,4,5,4,4,4,4,2,1,2,15,0.296052634716034
"489",2,32,3,1,1,4,3,55,5,4,NA,NA,NA,NA,NA,2,3,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,2,2,2,4,4,2,2,NA,NA,NA,3,5,5,5,5,1,3,5,9,1,2,1,7,5,NA,5,NA,5,NA,2,1,3,2,1,9,4,1,1,2,3,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,9,3,9,1,9,3,9,NA,6,NA,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,98,91,7,96,13,30,12,2,1,2,NA,NA,NA,NA,3,4,1,1,8,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,"z2",2,3,3,4,3,4,NA,4,NA,NA,2,2,1,2,4,3,1,48391398,32,NA,1,4,NA,2,4,NA,90,33,4,9,5,2,5,2,2,4,2,2,4,2,3,1,1,1,2,15,0.296052634716034
"490",2,18,1,2,1,2,2,14,4,3,NA,NA,NA,NA,NA,4,3,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,3,2,1,3,NA,NA,NA,2,3,2,3,4,2,4,NA,NA,NA,3,4,5,4,5,4,3,9,2,4,7,7,7,1,2,1,3,3,2,2,3,2,3,2,9,3,2,3,2,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,NA,5,NA,5,NA,5,NA,NA,7,NA,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,4,3,90,9,3,60,60,70,9,3,2,NA,NA,NA,NA,1,4,3,2,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,"y0",3,5,5,4,3,2,NA,3,NA,489,2,2,27,1,4,2,1,49802175,18,NA,2,2,15,1,NA,99,90,3,2,5,3,2,5,4,4,2,4,4,4,4,4,5,3,2,2,15,1.42857146263123
"491",2,30,3,2,1,3,3,51,3,3,NA,NA,NA,NA,NA,3,2,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,3,4,1,1,2,3,3,NA,NA,NA,2,1,1,1,3,1,1,1,4,4,1,1,1,5,NA,5,NA,5,NA,1,2,4,2,1,9,3,1,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,7,NA,3,5,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,19,19,5,19,20,30,20,4,99,1,NA,NA,NA,NA,3,2,1,4,2,3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,"y0",1,5,4,4,3,2,NA,4,NA,8900,2,2,25,1,4,1,1,49945178,30,NA,2,2,12,1,NA,18,90,32,2,3,3,2,2,3,3,3,4,4,4,2,4,2,1,2,2,15,1.42857146263123
"492",3,47,4,2,1,3,3,55,5,4,NA,NA,NA,NA,NA,9,9,2,9,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,4,NA,1,NA,NA,3,4,NA,NA,NA,1,999,999,999,999,999,999,999,9,NA,99,99,99,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,3,NA,NA,2,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,97,98,NA,NA,0,0,0,4,99,1,NA,NA,NA,NA,3,4,9,9,8,4,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"y0",4,1,3,4,1,3,NA,5,NA,8800,2,2,27,1,4,2,1,49865924,47,NA,2,3,14,1,NA,17,17,30,4,6,3,1,5,4,3,4,5,5,5,5,5,4,2,1,2,15,0.802919685840607
"493",1,52,5,2,1,5,4,51,5,5,2,5,3,2,2,4,3,2,2,4,1,4,NA,NA,NA,NA,2,7,7,3,4,4,5,NA,1,1,1,1,4,3,NA,3,3,1,1,1,4,NA,4,NA,4,NA,NA,1,4,4,7,3,2,1,1,1,1,1,1,1,8,NA,1,1,1,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,6,3,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,17,99,NA,NA,NA,NA,NA,NA,17,1,NA,NA,NA,NA,3,1,4,9,8,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,"8",2,1,8,4,1,2,NA,6,NA,1292,2,2,27,1,4,2,1,49964137,52,NA,2,2,18,1,NA,17,91,30,4,2,5,2,5,4,1,4,2,4,4,4,5,1,4,1,2,15,1.42857146263123
