"","ID","date","date_telephone","agree_1","citizen‎","age","age_group","sex","educ","v144","v6","v8_code1","v8_code2","v8_code3","v601","v9","v10","v11","v12","v700","v14","v15a","v15b","v15c","v19","v701","v20","v702","v21","v36","v703","v704","v27","v28","v29","v30","v25","v22","v33","v35","v86","v89","v45","v46","v47","v48","v49a","v49z","v49b","v49s","v49i","v49k","v49h","v49f","v49c","v49j","v49y","v49t","v52a","v52b","v52c","v50","v51","v622a","v622b","v623","v53","v58","v59","v60","v61","v62","v63","v64","v65","v66","v68","v69","v104","v104a","v504","v609","v705","v106","v107","v706","v111","v601b","v506","v73","v510","v511","v109","v110","v115","v116","v707a","v707b","v707c","v119","v120","v619","v121","v122","v123","v708","v125","v126","v127","v128","v620a","v620z","v620s","v620b","v620i","v620k","v620h","v620c","v620f","v620j","v620y","v620","v712","v130","v131","v513","v134","v137","v138_code","v139","v140","v141","v143_code","sector","data_collection","Version‎","language‎","date_after","agree_2","F1","F2","F3","F5","F7","N1","F9","F110","F10","N11","N50","N51","N622a","N622b","N623","w_panel1","w_panel2","w_jews_panel1","w_jews_panel2","w_arabs_panel1","w_arabs_panel2"
"838",267059,2022-10-19,"",1,1,NA,7,1,8,2,2,32,NA,NA,2,4,3,4,3,4,NA,1,4,2,3,NA,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,5,7,4,4,6,6,6,3,2,2,1,2,NA,7,5,5,9,6,8,NA,5,NA,2,3,2,1,2,3,3,4,4,4,3,10,NA,1,3,3,19,3,7,2,3,1,1,3,4,NA,NA,8,6,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,6,7,5,5,2,2,1,2,8,8,3,1,2,"1949",2,"12",1,9,2,1,1,1,2,1,"09/11/2022",1,1,10,2,1,6,1,1,2,3,4,9,6,8,NA,6,1.42832911014557,1.25821900367737,1.47155952453613,1.34546720981598,NA,NA
"839",267060,2022-10-19,"",1,1,26,2,2,5,4,3,28,NA,NA,4,5,3,3,4,4,1,4,3,1,4,1,4,2,4,4,2,1,NA,NA,NA,NA,1,2,3,1,3,2,3,2,2,2,0,10,1,0,0,0,7,0,0,0,0,NA,0,10,10,8,3,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,3,3,2,2,1,2,1,1,2,9,4,2,1,3,3,1,3,3,4,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,5,"",1,"22",4,9,5,1,1,1,1,1,"09/11/2022",1,1,2,6,1,3,1,37,2,3,4,5,6,4,NA,2,1.01345086097717,1.05869579315186,1.04412436485291,1.1321085691452,NA,NA
"840",267061,2022-10-19,"",1,1,NA,3,1,6,5,5,100,NA,NA,2,5,5,3,3,4,NA,2,1,3,4,NA,3,1,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,7,0,5,4,4,4,0,0,0,0,0,NA,8,6,0,10,0,5,NA,0,NA,3,3,5,5,4,1,4,4,4,4,2,1,NA,1,NA,5,1,1,1,1,3,2,2,2,5,NA,NA,5,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,7,7,10,8,6,3,0,0,2,8,8,2,3,4,"",1,"72",1,2,2,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728024303913116,NA,0.750059008598328,NA,NA,NA
"841",267062,2022-10-19,"",1,1,NA,6,1,9,5,2,65,NA,NA,2,2,3,2,3,1,3,4,3,1,2,1,2,3,3,3,3,3,NA,NA,NA,NA,1,2,2,2,2,2,2,2,3,3,3,6,8,1,1,1,5,3,6,2,7,NA,1,9,6,1,5,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,2,5,3,2,1,1,3,2,2,8,5,1,4,2,3,3,3,2,3,2,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,"1976",1,"Y2",4,7,2,1,1,1,1,1,"10/11/2022",1,1,3,6,1,7,2,1,2,3,4,5,5,2,NA,2,1.12422966957092,1.10155713558197,1.15825605392456,1.1779420375824,NA,NA
"842",267063,2022-10-19,"",1,1,NA,6,2,4,5,3,28,NA,NA,1,5,4,3,3,1,2,3,4,1,1,1,4,1,3,4,3,4,NA,NA,NA,NA,1,2,2,2,3,3,2,2,2,2,2,10,7,0,0,4,7,8,8,3,7,NA,0,7,10,3,9,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,6,4,4,1,1,4,2,2,7,3,1,2,4,4,2,2,2,4,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,6,"",2,"12",4,7,2,1,1,1,1,1,"09/11/2022",1,1,2,6,1,2,4,3,3,3,3,4,8,2,NA,8,1.74212694168091,1.76132833957672,1.79485487937927,1.88346350193024,NA,NA
"843",267064,2022-10-19,"",1,1,31,3,1,6,1,3,1,NA,NA,2,4,4,4,3,4,2,4,1,2,3,1,3,1,1,2,3,1,NA,NA,NA,NA,3,1,2,2,3,2,2,3,1,1,8,3,5,5,5,5,3,3,5,1,1,NA,9,6,2,8,3,NA,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,10,2,2,2,2,2,3,2,2,9,3,2,1,4,3,3,3,2,3,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,5,"",1,"73",2,7,4,1,1,1,1,1,"10/11/2022",1,1,5,6,1,5,2,1,2,3,4,8,4,NA,10,5,0.567844331264496,0.481677919626236,0.585030972957611,0.515078723430634,NA,NA
"844",267065,2022-10-19,"",1,1,NA,5,1,6,4,2,28,NA,NA,2,2,3,3,3,4,3,1,3,4,2,1,2,2,3,2,2,3,NA,NA,NA,NA,2,2,3,2,3,3,3,3,4,4,5,7,7,3,3,3,4,3,3,0,2,NA,5,5,5,6,5,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2,NA,NA,2,NA,NA,3,4,3,3,1,2,2,2,2,8,8,2,1,4,3,2,2,3,3,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,6,"",1,"34",2,9,3,1,1,1,1,1,"12/11/2022",1,1,3,3,1,2,1,3,2,3,3,7,6,6,NA,5,0.847111403942108,0.750925481319427,0.872750461101532,0.802996635437012,NA,NA
"845",267067,2022-10-19,"",1,1,56,5,2,8,4,4,18,NA,NA,2,4,3,4,2,NA,NA,NA,NA,NA,1,NA,3,1,4,3,3,4,4,4,3,4,NA,NA,NA,NA,NA,NA,3,NA,5,5,5,6,0,0,0,0,0,10,5,8,8,8,5,3,7,0,8,0,NA,5,NA,NA,NA,NA,NA,NA,1,4,2,4,4,3,9,NA,2,2,2,4,2,6,7,4,5,1,1,3,NA,NA,6,6,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,10,10,10,10,10,3,0,0,0,0,10,2,NA,NA,"",NA,"24",4,11,3,2,2,1,2,2,"13/11/2022",1,1,13,3,3,1,4,1,3,2,3,5,10,0,NA,7,0.284637182950974,0.245687007904053,NA,NA,0.242276072502136,0.161915421485901
"846",267068,2022-10-19,"",1,1,32,3,2,7,3,4,15,1,NA,4,5,5,5,4,4,1,1,4,3,4,3,4,1,1,1,4,1,NA,NA,NA,NA,2,1,1,1,4,3,2,4,1,1,10,0,0,10,10,10,0,0,0,0,0,NA,10,5,0,10,0,10,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,1,2,5,5,1,2,2,3,4,1,1,2,1,4,3,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,"",2,"24",1,5,4,1,1,1,1,1,"09/11/2022",1,1,4,4,1,1,1,1,2,2,4,10,0,10,NA,0,0.957525908946991,0.866578757762909,0.986506819725037,0.926669597625732,NA,NA
"847",267070,2022-10-19,"",1,1,NA,6,1,2,5,4,47,NA,NA,1,98,3,5,4,4,NA,1,2,4,4,NA,3,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,98,98,5,4,4,8,8,6,0,0,5,0,0,NA,2,5,5,8,1,5,NA,0,NA,2,5,5,5,1,4,2,3,4,4,3,97,3,1,1,5,98,1,8,1,5,5,2,1,4,NA,NA,10,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,10,4,8,8,0,0,0,0,0,10,1,1,1,6,"",2,"51",1,5,1,1,1,1,2,1,"09/11/2022",1,1,4,2,4,3,1,1,3,2,2,8,2,4,NA,0,1.96310138702393,2.02810215950012,2.02251744270325,2.16873621940613,NA,NA
"848",267071,2022-10-19,"",1,1,NA,2,2,5,5,3,28,NA,NA,2,4,3,4,3,2,NA,3,4,1,2,NA,3,1,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,5,5,5,0,0,0,3,3,1,0,0,NA,2,3,3,9,7,2,NA,5,NA,98,98,98,98,98,1,4,1,4,4,4,97,2,3,3,4,4,3,2,4,2,2,3,2,1,NA,NA,5,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,5,10,10,9,0,0,0,0,5,7,1,3,4,"",1,"14",5,7,2,1,1,1,2,1,"16/11/2022",1,1,9,1,1,3,3,5,4,3,3,7,5,3,NA,5,0.89810049533844,0.994637191295624,0.925282776355743,1.06360793113708,NA,NA
"849",267073,2022-10-19,"",1,1,26,2,1,8,2,3,4,NA,NA,2,4,3,5,4,4,NA,2,1,4,4,NA,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,9,1,2,10,10,10,1,1,1,0,0,NA,10,5,2,10,7,10,NA,2,NA,3,4,4,4,3,4,2,4,4,3,2,4,NA,2,3,5,1,1,8,1,5,5,1,1,4,NA,NA,10,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,10,2,9,8,2,1,0,0,0,10,8,4,2,4,"",2,"Y2",3,12,5,1,1,1,2,1,"10/11/2022",1,1,4,6,1,6,1,1,1,4,4,10,8,10,NA,5,0.709895968437195,0.703900754451752,0.731381952762604,0.752711057662964,NA,NA
"850",267075,2022-10-20,"",1,1,34,3,2,4,2,2,23,NA,NA,3,3,3,3,4,4,2,1,4,2,4,3,98,1,1,1,1,1,NA,NA,NA,NA,2,98,98,2,3,98,3,4,1,1,8,0,98,5,10,10,1,0,1,0,0,NA,8,98,0,10,0,10,NA,98,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,10,1,1,1,2,2,3,4,4,10,1,4,2,1,2,4,4,3,4,2,1,98,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,3,2,4,"",2,"53",3,7,9,1,1,1,1,1,"10/11/2022",1,1,5,6,1,8,1,1,98,98,4,10,1,10,NA,5,1.09371984004974,1.02569556236267,1.12682282924652,1.0968199968338,NA,NA
"851",267076,2022-10-20,"",1,1,NA,6,2,9,2,2,1,NA,NA,2,4,2,4,3,98,4,4,3,1,3,10,1,3,3,3,2,1,NA,NA,NA,NA,1,1,3,2,3,3,3,2,1,1,98,98,1,98,10,98,1,98,1,1,1,NA,5,1,3,7,3,8,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,10,4,3,0,2,2,1,2,2,5,4,2,1,4,4,3,2,2,4,2,2,2,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,5,"",2,"23",4,11,3,1,1,1,1,1,"10/11/2022",1,1,5,1,1,8,1,6,3,2,4,5,4,8,NA,4,1.0439727306366,0.903474986553192,1.07557010650635,0.966124296188354,NA,NA
"852",267078,2022-10-20,"",1,1,NA,6,1,6,4,2,28,NA,NA,2,2,2,3,1,3,3,1,3,4,2,1,3,1,2,3,3,4,NA,NA,NA,NA,1,2,2,2,2,2,1,1,5,5,5,6,6,1,1,3,1,5,10,1,1,NA,1,5,5,5,9,6,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,2,NA,NA,5,5,4,2,1,1,4,2,2,9,8,1,2,4,3,1,1,1,4,3,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,6,5,"",2,"98",2,7,2,1,1,1,1,1,"11/11/2022",1,1,8,6,1,7,4,45,1,4,4,7,8,8,NA,8,1.36928701400757,1.2537534236908,1.41073048114777,1.34069204330444,NA,NA
"853",267079,2022-10-20,"",1,1,41,4,1,9,5,2,4,1,NA,1,4,3,4,3,3,2,1,3,4,2,1,2,2,3,3,3,2,NA,NA,NA,NA,1,2,3,2,2,3,2,3,2,1,6,5,3,2,0,0,10,0,1,0,0,NA,6,0,6,7,2,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3,NA,NA,9,3,3,2,3,2,4,2,2,4,4,1,2,3,3,4,3,3,3,2,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,"1990",1,"22",3,7,3,1,1,1,1,1,"09/11/2022",1,1,7,6,2,7,2,44,2,3,4,8,5,3,NA,3,0.708030998706818,0.723176717758179,0.729460597038269,0.773323714733124,NA,NA
"854",267080,2022-10-20,"",1,1,NA,6,1,8,5,5,18,NA,NA,1,3,3,3,3,2,2,3,4,1,2,1,3,2,3,4,3,4,NA,NA,NA,NA,1,2,3,4,4,3,2,3,5,5,3,4,3,0,0,0,2,2,2,1,0,NA,0,2,5,5,10,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,5,5,1,0,2,1,4,3,3,6,1,2,1,4,4,1,4,1,4,3,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,6,"",1,"63",4,7,5,1,1,1,1,1,"09/11/2022",1,1,2,1,1,8,4,5,4,1,2,5,5,3,NA,3,1.36499178409576,1.33228766918182,1.40630519390106,1.42467200756073,NA,NA
"855",267081,2022-10-20,"",1,1,56,5,2,8,5,3,15,NA,NA,3,4,4,3,2,1,4,3,4,1,1,2,3,2,4,4,3,4,NA,NA,NA,NA,1,2,3,3,98,3,2,3,2,2,0,8,0,0,0,0,0,10,9,5,5,NA,0,5,7,1,10,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,NA,NA,6,7,3,2,1,1,1,2,2,5,5,1,4,2,3,98,3,98,4,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,4,"",1,"52",3,10,3,1,1,1,1,1,"09/11/2022",1,1,9,6,1,8,4,5,4,2,3,5,10,5,NA,9,0.749398767948151,0.692998886108398,0.772080361843109,0.741053223609924,NA,NA
"856",267082,2022-10-20,"",1,1,NA,4,2,5,5,4,18,NA,NA,1,5,4,3,3,3,1,1,3,4,98,2,3,1,3,4,3,2,NA,NA,NA,NA,2,1,4,3,3,4,2,4,2,1,10,9,6,8,98,98,7,2,3,5,1,NA,9,8,8,10,1,6,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,7,1,4,4,1,2,3,2,2,9,1,2,1,4,4,2,98,2,3,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,"",1,"41",3,9,4,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13803482055664,NA,1.17247903347015,NA,NA,NA
"857",267083,2022-10-24,"",1,1,NA,1,1,5,5,3,73,NA,NA,4,3,4,5,4,4,NA,4,3,1,4,NA,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,7,4,0,0,0,0,4,0,0,0,0,NA,7,5,3,7,0,1,NA,5,NA,4,3,5,5,4,1,3,3,4,3,3,4,NA,2,3,4,4,1,9,1,5,5,2,2,2,NA,NA,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,10,5,8,8,6,1,0,0,0,8,8,2,1,7,"",1,"99",3,9,5,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0120176076889,NA,1.04264771938324,NA,NA,NA
"858",267085,2022-10-20,"",1,1,NA,3,1,8,4,3,28,66,NA,4,5,4,4,4,4,2,1,2,3,4,3,3,2,2,3,2,1,NA,NA,NA,NA,2,2,3,2,3,2,2,3,1,3,5,5,10,10,5,10,0,0,0,0,0,NA,5,5,5,10,0,5,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,99,1,3,2,3,2,3,2,2,5,4,2,3,1,3,3,3,2,3,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,5,"",2,"21",2,5,3,1,1,1,1,1,"25/11/2022",1,1,4,5,2,3,1,1,1,3,4,9,0,6,NA,3,0.924137711524963,0.874429285526276,0.952108085155487,0.935064494609833,NA,NA
"859",267086,2022-10-20,"",1,1,55,5,1,8,4,4,22,NA,NA,2,4,3,2,3,3,NA,3,4,1,2,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,1,8,8,1,1,1,5,2,3,3,5,NA,0,7,8,7,6,4,NA,3,NA,2,3,3,3,5,4,4,2,3,4,4,2,NA,3,4,2,3,3,3,3,4,4,1,1,4,NA,NA,6,6,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,9,8,4,4,8,3,1,2,4,7,7,2,10,6,"",1,"21",4,7,3,1,1,1,2,1,"19/11/2022",1,1,3,1,1,2,2,3,4,1,2,7,6,3,NA,4,0.952913641929626,0.849355340003967,0.981754958629608,0.908251881599426,NA,NA
"860",267087,2022-10-20,"",1,1,NA,5,2,6,5,4,18,4,NA,3,5,3,5,4,4,1,2,3,1,4,15,2,1,4,4,2,2,NA,NA,NA,NA,3,1,2,2,3,4,2,2,5,5,10,1,5,5,2,2,0,0,1,0,0,NA,5,2,1,10,0,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,7,1,4,1,2,2,1,3,2,7,3,2,1,4,2,3,3,4,4,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,"1996",1,"52",3,6,3,1,1,1,1,1,"16/11/2022",1,1,1,6,4,3,2,6,1,3,4,10,0,5,NA,5,0.666192710399628,0.612689137458801,0.686356008052826,0.655174612998962,NA,NA
"861",267088,2022-10-27,"",1,1,22,1,2,4,1,5,100,NA,NA,2,5,4,5,4,4,NA,4,1,2,4,NA,3,2,1,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,1,0,0,0,0,9,5,0,0,0,0,0,NA,0,0,0,5,0,NA,5,1,NA,1,1,1,1,1,4,1,1,1,1,1,94,NA,98,1,3,1,97,94,2,1,0,2,2,1,NA,NA,4,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,98,98,98,6,6,98,98,0,98,0,8,9,4,1,4,"",2,"23",5,9,8,1,1,1,2,1,"09/11/2022",1,2,NA,6,1,8,8,5,4,2,2,8,2,NA,5,0,0.675350904464722,0.653471410274506,0.695791363716125,0.698784828186035,NA,NA
"862",267089,2022-10-20,"",1,1,NA,5,2,8,1,3,18,NA,NA,1,4,2,3,3,2,3,1,3,4,4,3,3,2,1,2,1,3,NA,NA,NA,NA,3,1,2,2,3,3,2,2,5,1,8,2,98,9,9,9,0,0,1,0,0,NA,8,6,1,10,2,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,11,2,2,0,2,1,4,2,2,8,2,2,4,1,3,2,3,3,2,4,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,4,"",2,"26",99,8,5,1,1,1,1,1,"09/11/2022",1,1,6,6,1,7,2,1,2,3,4,9,2,NA,6,2,0.584515273571014,0.459582895040512,0.602206468582153,0.491451591253281,NA,NA
"863",267090,2022-10-20,"",1,1,49,4,1,9,5,2,18,28,NA,1,4,3,3,3,2,2,3,4,1,2,1,2,2,4,4,4,4,NA,NA,NA,NA,1,2,3,2,4,3,1,3,2,4,0,9,7,0,0,1,5,7,7,0,6,NA,0,9,9,5,8,2,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,5,5,5,5,1,1,4,2,3,6,1,1,2,4,4,1,3,1,4,3,2,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,4,"",1,"12",5,9,5,1,1,1,1,1,"17/11/2022",1,1,2,5,1,2,3,1,2,2,3,6,10,3,NA,7,0.708030998706818,0.723176717758179,0.729460597038269,0.773323714733124,NA,NA
"864",267091,2022-10-20,"",1,1,NA,2,1,7,5,4,61,NA,NA,4,4,4,3,4,3,NA,4,3,2,3,NA,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,5,7,3,0,0,0,6,5,5,0,0,NA,5,7,7,6,7,1,NA,0,NA,3,4,3,5,3,4,4,1,4,3,2,3,NA,2,2,4,2,2,2,3,2,2,3,2,1,NA,NA,7,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,7,7,9,9,5,4,0,0,6,8,2,1,7,"",1,"Y2",3,11,5,1,1,1,2,1,"09/11/2022",1,1,2,1,1,7,1,3,3,2,3,5,7,0,NA,0,0.603092074394226,0.658962309360504,0.621345520019531,0.704656481742859,NA,NA
"865",267092,2022-10-20,"",1,1,NA,6,1,8,5,4,18,NA,NA,1,3,3,4,3,3,2,3,4,1,4,14,3,1,4,4,3,2,NA,NA,NA,NA,1,2,4,2,4,4,2,3,3,4,0,7,7,0,0,0,3,9,5,0,0,NA,0,8,9,5,5,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,6,5,3,3,1,3,4,3,3,5,4,4,1,2,4,1,2,1,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,40,6,"",1,"23",3,9,3,1,1,1,1,1,"12/11/2022",1,1,3,5,1,2,1,3,3,2,2,5,5,5,NA,5,1.36499178409576,1.33228766918182,1.40630519390106,1.42467200756073,NA,NA
"866",267093,2022-10-20,"",1,1,30,3,2,6,1,3,44,8,NA,2,5,5,5,4,4,NA,2,1,4,4,NA,98,1,1,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,98,98,98,10,98,98,98,98,98,98,98,NA,98,98,98,10,0,NA,9,0,NA,98,5,5,5,98,4,98,4,4,4,98,4,NA,1,98,5,1,1,8,1,1,1,2,2,1,NA,NA,98,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,10,98,98,98,98,98,0,98,0,10,4,3,18,4,"",2,"53",99,7,3,1,1,1,2,1,"09/11/2022",1,1,4,3,1,5,1,1,4,98,3,10,2,NA,9,0,0.503924787044525,0.418318539857864,0.519176781177521,0.447325855493546,NA,NA
"867",267095,2022-10-20,"",1,1,NA,7,1,3,4,2,18,28,NA,2,4,3,2,2,1,2,4,3,1,2,1,3,1,4,2,2,3,NA,NA,NA,NA,1,2,1,3,3,3,2,2,4,4,3,9,8,2,2,1,4,5,7,1,0,NA,5,8,9,4,7,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,2,6,4,4,3,2,4,2,3,10,4,1,4,2,3,2,3,2,4,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,1,"1955",1,"Y2",1,7,2,1,1,1,1,1,"09/11/2022",1,1,3,6,1,2,3,3,3,3,4,4,5,5,NA,8,2.21523594856262,2.15872240066528,2.28228330612183,2.30841398239136,NA,NA
"868",267097,2022-10-20,"",1,1,26,2,1,5,5,3,65,NA,NA,2,4,3,5,2,1,1,3,4,2,3,2,3,1,3,3,2,2,NA,NA,NA,NA,2,2,2,2,3,2,2,2,3,3,1,6,10,1,0,0,7,3,1,0,0,NA,2,9,7,2,7,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,3,3,5,4,2,2,3,3,3,7,2,1,2,4,3,2,2,3,3,2,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,7,"",1,"Y2",3,9,3,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0120176076889,NA,1.04264771938324,NA,NA,NA
"869",267098,2022-10-20,"",1,1,35,3,2,6,1,3,15,NA,NA,2,3,2,4,4,4,3,1,4,2,4,3,3,2,1,1,1,1,NA,NA,NA,NA,1,1,98,1,3,98,3,2,5,5,5,0,98,98,10,10,98,0,98,0,0,NA,5,0,0,5,0,NA,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,11,4,1,0,2,2,4,2,4,7,3,2,4,1,3,2,2,98,3,2,98,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,6,"",1,"34",4,5,5,1,1,1,1,1,"09/11/2022",1,1,6,6,1,5,1,1,4,3,3,7,0,NA,7,0,0.503924787044525,0.418318539857864,0.519176781177521,0.447325855493546,NA,NA
"870",267099,2022-10-20,"",1,1,NA,5,1,8,5,3,15,28,NA,2,3,4,5,3,4,1,3,4,1,4,5,2,2,3,3,2,3,NA,NA,NA,NA,2,1,2,3,4,3,2,3,5,5,5,0,5,5,2,2,0,3,0,0,0,NA,5,5,0,5,5,5,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2,NA,NA,4,NA,NA,94,4,3,3,2,1,4,3,2,9,4,1,2,4,3,1,2,98,3,98,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,2,"1979",2,"26",5,7,5,99,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844453871250153,NA,0.87001246213913,NA,NA,NA
