"","id","date","agree","age","agegroup","gender","educ","v5","v6","v8_code","v501","v514","v12","v13","v15","v16","v19","v20","v21","v503A","v25","v22","v26","v27","v28","v29","v30","v502","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49H","v49I","v49S","v49K","v49J","v50","v51","v52A","v52B","v52I","v52K","v52R","v63","v64","v65","v66","v67","v68","v69","v504","v73","v505","v506","v104E","v106","v107","v507","v508","v509","v111","v510","v511","v115","v116","v512_code","v513","v134","v135","v137","v139","v140","v141","v143_code","v144","v147","Language","sector","date_after","agree_after","E1_after","E2_after","E4_after","E7_after","E8A_after_code1","E8A_after_code2","E8A_after_code3","E8B_after_code1","E8B_after_code2","E8B_after_code3","E9_after","E10_after","E147_after","E17_after","E18_after","Institute","weights_panel_1","weights_panel_2","educ_w","religiosity_w","educ_arabs_w"
"468",6384,"10/02/2020",1,41,4,2,7,1,1,23,3,1,2,1,4,1,2,4,3,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,8,5,4,3,4,0,0,0,0,95,95,10,10,7,NA,NA,2,4,4,4,4,4,4,4,2,5,4,99,5,2,99,99,4,4,3,3,8,7,87,5,NA,10,1,4,"7",4,1,5,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"469",6395,"10/02/2020",1,40,4,2,6,1,3,23,2,1,3,98,3,1,2,3,1,2,1,1,NA,NA,NA,NA,NA,NA,2,4,2,2,7,0,3,8,3,5,0,5,0,10,6,7,0,5,NA,NA,4,4,3,3,4,4,3,4,2,5,5,98,6,5,99,99,5,2,3,4,8,3,21,4,NA,2,1,99,"4",4,1,2,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.799934544373484,NA,3,2,2
"470",6451,"27/02/2020",1,40,4,1,7,1,1,71,99,1,4,2,1,2,4,99,99,1,99,99,NA,NA,NA,NA,NA,NA,3,3,2,2,5,0,0,5,0,10,0,10,0,5,0,10,0,0,NA,NA,99,99,4,2,2,4,4,4,3,6,4,99,1,1,99,99,99,99,99,1,5,5,8,9,NA,9,99,99,"5",10,1,99,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1,NA,4,99,3
"471",6458,"25/02/2020",1,40,4,2,8,1,1,28,2,1,3,2,1,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,8,4,4,6,3,2,1,2,0,10,10,9,6,2,NA,NA,4,4,3,3,4,3,4,3,1,5,0,1,98,1,1,1,1,2,3,3,9,1,21,4,NA,3,2,2,"4",5,1,4,1,1,1,"11/03/2020",1,1,1,4,2,"51","","","11","","",1,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"472",6460,"10/02/2020",1,40,4,2,4,1,1,32,3,1,4,2,3,1,4,1,4,1,3,1,NA,NA,NA,NA,NA,NA,1,4,2,2,10,0,0,0,0,0,0,0,0,7,3,8,0,0,NA,NA,3,2,1,4,4,1,4,4,2,6,4,1,6,1,1,1,1,2,3,3,8,1,57,5,NA,3,1,5,"4",3,1,4,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.15634963894953,NA,2,3,2
"473",6463,"10/02/2020",1,40,4,2,5,1,2,1,2,3,2,2,1,2,98,3,1,2,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,8,5,3,6,6,6,6,5,1,5,7,8,6,6,NA,NA,1,4,4,4,4,4,4,4,3,6,4,1,98,2,1,1,1,2,3,4,8,6,14,5,NA,10,1,5,"8",6,1,2,1,1,1,"12/03/2020",1,1,1,5,6,"70","","","30","","",3,3,1,1,1,1,0.799934544373484,0.824178434413818,3,2,2
"474",6467,"12/02/2020",1,40,4,2,8,1,5,33,2,3,1,1,4,3,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,0,5,8,0,0,0,0,0,2,8,8,0,5,0,NA,NA,4,4,4,4,4,4,4,2,3,5,4,3,6,3,6,6,9,6,3,3,7,4,33,4,NA,1,1,4,"4",5,1,5,1,1,1,"08/03/2020",1,1,2,5,6,"75","","","01","","",2,8,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"475",6469,"10/02/2020",1,40,4,2,4,1,2,23,4,2,4,2,2,1,4,98,1,1,1,1,NA,NA,NA,NA,NA,NA,1,98,2,2,10,0,0,5,98,98,98,98,0,10,0,10,0,2,NA,NA,1,4,4,4,4,4,4,1,3,5,5,1,1,1,1,1,1,1,3,4,10,7,33,5,NA,3,1,5,"5",6,1,5,3,1,1,"04/03/2020",1,1,1,5,1,"64","","","24","","",1,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"476",6533,"02/02/2020",1,40,4,2,5,1,3,1,1,2,3,1,4,1,2,3,3,4,1,2,NA,NA,NA,NA,NA,NA,1,4,1,2,4,4,2,3,3,0,0,0,0,7,5,4,5,4,NA,NA,3,4,4,4,4,4,4,4,1,6,5,2,5,5,2,1,1,3,1,4,4,1,33,5,NA,10,1,4,"5",5,1,4,1,1,1,"12/03/2020",1,1,2,1,6,"56","","","03","","",3,2,1,1,1,1,0.813601687649164,0.782618572324398,3,3,2
"477",6535,"03/02/2020",1,40,4,1,8,1,1,1,2,1,4,2,2,1,4,98,1,1,2,1,NA,NA,NA,NA,NA,NA,3,3,2,2,8,1,0,9,0,3,3,3,0,8,6,10,3,0,NA,NA,4,3,4,4,4,3,3,1,1,4,5,4,1,1,5,4,5,1,2,5,6,8,11,3,1993,2,2,1,"4",1,1,2,1,1,1,"04/03/2020",1,1,4,5,3,"64","","","25","","",1,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"478",6537,"04/02/2020",1,40,4,2,8,1,3,23,3,2,1,1,3,4,1,3,4,3,1,2,NA,NA,NA,NA,NA,NA,1,3,1,1,0,6,8,0,2,2,0,0,5,8,8,0,7,3,NA,NA,4,4,4,4,4,4,4,1,1,6,0,3,4,3,3,6,9,5,1,4,6,3,61,5,NA,3,2,4,"6",6,1,4,1,1,1,"08/03/2020",1,1,3,5,6,"61","","","21","07","",2,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"479",6540,"01/03/2020",1,40,4,2,7,1,2,44,3,3,4,2,1,3,4,4,1,8,3,1,NA,NA,NA,NA,NA,NA,2,2,2,2,6,0,98,98,98,10,98,10,98,8,0,9,0,0,NA,NA,4,2,4,2,1,1,1,1,1,3,0,7,98,1,7,7,7,3,3,1,8,5,45,4,NA,1,2,1,"5",8,1,1,1,1,1,"11/03/2020",1,1,7,5,2,"58","","","18","","",1,2,2,1,1,1,0.866611606617809,0.939426163280526,4,1,3
"480",6662,"20/02/2020",1,39,3,1,4,1,3,27,2,2,4,2,3,1,4,3,3,4,1,2,NA,NA,NA,NA,NA,NA,3,3,2,2,5,3,0,0,0,0,0,0,0,8,0,3,7,5,NA,NA,4,4,2,4,4,4,3,2,3,4,5,97,6,1,99,99,99,4,3,1,6,1,13,4,NA,1,1,3,"3",3,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"481",6664,"04/02/2020",1,73,7,1,5,1,1,31,3,1,4,2,1,3,4,4,1,1,4,1,NA,NA,NA,NA,NA,NA,1,98,2,2,98,0,0,8,0,0,0,0,0,8,0,8,98,0,NA,NA,4,4,3,4,4,4,3,2,1,6,5,4,1,1,5,4,5,3,1,4,10,7,88,1,1949,2,2,1,"6",2,1,3,1,1,1,"05/03/2020",1,1,4,3,6,"72","71","","31","32","",2,2,2,1,1,1,0.813601687649164,0.782618572324398,3,3,2
"482",6675,"11/02/2020",1,39,3,2,5,1,3,61,1,1,2,1,3,4,2,3,4,4,1,2,NA,NA,NA,NA,NA,NA,1,4,98,98,4,6,5,1,5,1,0,1,7,5,7,5,5,6,NA,NA,4,4,1,2,1,4,4,3,3,5,3,11,98,3,11,2,6,6,1,2,7,3,24,6,NA,35,1,3,"3",1,5,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.719122699947309,NA,3,4,2
"483",6755,"19/02/2020",1,38,3,1,1,1,1,44,99,3,1,98,1,2,4,98,3,1,3,1,NA,NA,NA,NA,NA,NA,4,4,4,3,10,0,5,10,0,5,10,5,0,10,99,10,10,0,NA,NA,99,99,4,4,4,4,4,98,1,6,0,8,98,99,8,8,8,99,3,1,99,99,9,1,9999,9,99,99,"מסרב",99,1,1,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.94779476255026,NA,1,1,1
"484",6757,"20/02/2020",1,38,3,1,4,1,1,32,2,1,4,2,3,1,3,2,3,3,1,2,NA,NA,NA,NA,NA,NA,3,3,2,2,99,99,99,99,99,99,99,99,99,8,8,99,99,99,NA,NA,4,4,2,4,4,4,4,2,3,5,1,98,6,2,5,4,5,3,1,4,99,99,61,4,NA,1,2,2,"3",6,1,2,1,1,1,"04/03/2020",1,1,4,4,2,"51","52","","11","","",3,3,1,1,1,1,1.13692490516122,1.21997864123603,2,2,2
"485",6778,"25/02/2020",1,58,5,1,5,1,2,22,1,2,2,1,NA,NA,1,4,4,2,2,2,2,4,4,4,1,3,3,2,4,1,3,5,1,NA,NA,NA,NA,NA,7,3,5,5,6,NA,10,8,5,4,4,4,4,4,4,3,3,5,5,1,6,1,94,94,94,7,3,1,5,5,33,NA,NA,NA,NA,1,"4",6,2,2,1,2,2,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.747023820877075,NA,3,2,2
"486",6782,"13/02/2020",1,39,3,2,4,1,2,5,3,2,4,2,98,98,2,4,1,1,1,98,NA,NA,NA,NA,NA,NA,1,1,4,2,5,5,0,8,10,9,9,9,0,10,10,10,8,0,NA,NA,1,4,4,4,4,4,4,4,3,6,5,8,1,1,8,8,8,1,3,3,10,8,7,5,NA,2,2,2,"4",6,1,1,1,1,1,"08/03/2020",1,1,8,5,2,"98","","","98","","",1,4,1,1,1,1,1.20362890912434,1.50429982418995,2,1,2
"487",6790,"11/02/2020",1,38,3,1,3,1,98,44,98,4,4,2,1,98,4,98,1,8,98,1,NA,NA,NA,NA,NA,NA,4,98,2,2,5,4,0,4,0,10,5,10,0,5,0,5,3,2,NA,NA,4,98,4,4,4,4,4,98,1,2,0,8,98,98,8,8,8,1,1,1,10,98,8,4,NA,8,1,2,"מסרב",99,1,1,1,1,1,"08/03/2020",1,1,8,8,8,"64","","","18","16","",1,2,2,1,1,1,1.94779476255026,2.71840614334839,1,1,1
"488",6796,"25/02/2020",1,38,3,1,7,1,2,54,2,3,3,2,3,1,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,1,3,3,1,4,6,6,4,3,2,0,2,2,95,95,5,6,3,NA,NA,4,3,3,3,3,4,3,2,1,5,4,99,98,98,99,10,99,5,1,4,7,6,0,4,NA,1,1,3,"2",1,1,5,1,1,1,"09/03/2020",1,1,99,3,6,"74","66","48","40","07","21",15,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"489",6870,"06/02/2020",1,38,3,1,8,1,2,1,3,1,3,1,1,3,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,3,4,2,6,6,4,7,2,5,1,5,2,8,8,8,7,2,NA,NA,4,3,3,3,4,3,3,1,1,6,3,4,5,2,5,4,1,3,1,4,9,2,11,6,NA,1,2,4,"4",4,1,2,1,1,1,"05/03/2020",1,1,4,3,6,"79","","","30","07","",11,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"490",6872,"09/02/2020",1,38,3,1,4,1,1,1,1,1,3,2,1,4,1,3,1,1,3,2,NA,NA,NA,NA,NA,NA,3,4,1,2,8,6,9,6,3,8,2,8,6,8,6,10,4,1,NA,NA,4,3,4,3,4,3,3,2,1,5,1,7,3,1,7,7,7,4,1,4,9,7,82,4,NA,1,2,3,"6",9,1,1,1,1,1,"11/03/2020",1,1,7,2,6,"43","42","","01","07","",1,4,1,1,1,1,1.20362890912434,1.50429982418995,2,1,2
"491",6881,"09/02/2020",1,38,3,1,3,1,2,37,1,3,4,2,1,2,3,3,2,2,2,1,NA,NA,NA,NA,NA,NA,3,3,2,2,8,4,1,6,3,6,7,6,0,8,0,7,4,3,NA,NA,4,3,3,2,4,3,2,2,1,4,3,97,1,2,1,8,1,2,3,2,5,6,52,5,NA,3,2,3,"4",5,1,3,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.87128420840388,NA,1,3,1
"492",6885,"01/03/2020",1,38,3,1,2,1,1,44,3,1,4,2,1,4,4,4,1,1,4,1,NA,NA,NA,NA,NA,NA,2,4,2,2,6,0,0,3,0,8,0,10,0,10,0,10,0,0,NA,NA,1,4,4,3,4,1,2,4,1,5,3,1,1,1,8,1,7,2,1,3,5,1,61,4,NA,1,2,3,"5",7,1,1,1,1,1,"11/03/2020",1,1,7,5,6,"78","59","","85","","",1,3,2,1,1,1,1.94779476255026,2.71840614334839,1,1,1
"493",6911,"02/02/2020",1,NA,3,1,4,1,5,32,1,2,2,2,3,4,4,98,4,4,1,2,NA,NA,NA,NA,NA,NA,1,4,4,3,99,99,99,99,99,99,99,99,99,99,99,0,9,9,NA,NA,2,3,4,4,3,4,4,3,3,6,0,99,3,3,99,98,98,99,3,1,3,1,6,3,1992,1,2,1,"3",2,1,5,1,1,1,"11/03/2020",1,1,99,3,6,"98","","","98","","",2,1,2,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"494",6931,"17/02/2020",1,38,3,2,7,1,3,18,1,3,4,2,2,3,1,2,3,4,1,2,NA,NA,NA,NA,NA,NA,3,3,1,2,8,5,3,5,10,0,2,2,5,10,0,0,0,9,NA,NA,4,2,4,4,4,4,3,2,3,5,1,9,6,4,9,4,1,3,1,1,5,4,15,3,1997,1,1,3,"5",5,1,5,1,1,1,"08/03/2020",1,1,9,5,6,"48","60","","01","","",15,1,2,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"495",6934,"09/02/2020",1,38,3,1,5,1,2,1,2,2,1,1,3,4,4,3,3,1,3,1,NA,NA,NA,NA,NA,NA,3,3,2,2,5,1,1,1,1,1,1,1,1,5,1,5,1,1,NA,NA,2,4,3,3,4,2,2,4,3,6,5,1,1,1,1,1,1,2,1,5,8,5,84,4,NA,2,1,4,"5",5,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.813601687649164,NA,3,3,2
"496",6983,"27/02/2020",1,37,3,2,7,1,3,66,2,1,2,1,3,4,2,3,2,4,1,2,NA,NA,NA,NA,NA,NA,3,3,1,1,1,8,10,1,1,0,0,0,5,1,9,0,9,6,NA,NA,3,4,1,2,2,4,4,4,3,5,0,2,5,3,2,3,2,5,3,2,4,2,45,4,NA,1,1,1,"3",5,1,5,1,1,1,"09/03/2020",1,1,2,3,6,"41","","","01","","",2,1,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"497",6989,"25/02/2020",1,37,3,2,8,1,2,32,3,3,1,1,4,3,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA,3,1,2,1,4,7,5,4,5,3,98,98,98,6,6,5,7,7,NA,NA,2,4,3,4,3,4,4,3,1,2,1,2,5,3,2,2,2,4,3,3,8,5,55,4,NA,3,1,4,"4",4,1,4,1,1,1,"09/03/2020",1,1,2,3,6,"79","","","39","","",12,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"498",6992,"25/02/2020",1,38,3,2,3,1,3,1,1,2,4,2,1,2,4,98,1,8,1,98,NA,NA,NA,NA,NA,NA,4,4,98,98,2,0,0,0,0,10,98,10,0,5,0,5,0,0,NA,NA,3,98,98,1,1,1,1,1,3,3,0,7,98,98,7,7,7,3,3,1,7,6,42,4,NA,1,1,1,"4",5,1,1,1,1,1,"08/03/2020",1,1,7,4,6,"43","","","07","21","",1,2,1,1,1,1,1.94779476255026,2.71840614334839,1,1,1
"499",6993,"24/02/2020",1,37,3,2,5,1,1,32,9,3,3,98,4,1,1,3,2,1,98,1,NA,NA,NA,NA,NA,NA,1,2,98,2,99,99,99,99,99,99,99,99,99,5,5,8,4,1,NA,NA,4,4,4,4,4,4,3,2,1,6,0,99,6,1,7,7,98,4,3,5,5,2,13,4,NA,10,2,4,"5",6,1,1,1,1,1,"12/03/2020",1,1,7,5,6,"70","","","95","","",1,2,1,1,1,1,0.846867140164023,1.01625670489914,3,1,2
"500",6997,"30/01/2020",1,37,3,1,7,1,2,12,2,1,3,1,3,4,2,2,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,4,8,7,2,4,1,0,1,3,4,6,2,8,7,NA,NA,4,3,4,4,3,3,4,2,1,6,2,2,5,5,3,3,2,5,1,4,6,3,31,6,NA,1,1,4,"5",5,1,5,1,1,1,"05/03/2020",1,1,2,4,6,"42","51","","07","11","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"501",7008,"09/02/2020",1,37,3,2,7,1,3,66,2,3,2,1,3,4,2,3,4,4,1,2,NA,NA,NA,NA,NA,NA,3,2,1,1,3,6,8,1,2,1,0,1,4,3,8,1,6,4,NA,NA,4,4,4,3,3,3,4,3,3,6,3,3,4,3,6,3,9,6,3,2,7,3,22,4,NA,1,1,3,"3",1,1,5,1,1,1,"09/03/2020",1,1,3,5,6,"66","60","62","14","22","13",2,2,3,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"502",7013,"19/02/2020",1,37,3,2,7,1,2,28,1,1,1,1,3,4,1,3,2,4,1,2,NA,NA,NA,NA,NA,NA,3,2,1,1,4,8,7,98,4,3,98,3,6,3,8,3,8,6,NA,NA,2,4,2,4,4,3,4,3,3,5,2,2,1,4,94,2,98,5,3,4,8,6,14,4,NA,5,1,4,"5",5,1,4,1,1,1,"11/03/2020",1,1,2,5,4,"98","","","98","","",2,3,2,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"503",7018,"06/02/2020",1,37,3,1,7,1,1,1,4,2,3,2,1,4,4,1,2,1,3,2,NA,NA,NA,NA,NA,NA,3,4,2,2,10,5,0,7,7,98,3,7,0,9,5,9,3,3,NA,NA,2,3,3,3,3,3,4,2,2,6,5,1,6,2,1,1,1,2,3,2,9,4,33,7,NA,2,1,5,"9",5,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"504",7024,"06/02/2020",1,37,3,1,7,1,2,32,1,2,3,2,3,4,2,2,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,2,8,7,1,4,0,0,0,0,2,5,2,8,4,NA,NA,4,4,2,4,4,4,4,4,1,6,5,2,6,3,2,2,2,3,3,4,4,4,21,4,NA,11,1,5,"4",5,1,5,1,1,1,"09/03/2020",1,1,2,5,2,"62","","","22","","",12,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"505",7027,"06/02/2020",1,37,3,1,7,1,2,32,2,2,1,1,4,3,1,2,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,3,6,6,2,2,2,0,2,3,7,7,2,5,2,NA,NA,4,4,4,3,3,4,4,98,2,6,2,2,4,4,2,2,4,5,3,1,6,1,27,4,NA,1,1,4,"5",5,1,5,1,1,1,"08/03/2020",1,1,2,3,6,"47","41","","39","13","",5,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"506",7030,"16/02/2020",1,37,3,2,7,1,2,18,2,3,2,1,3,4,2,2,2,4,1,2,NA,NA,NA,NA,NA,NA,3,2,1,1,3,7,5,1,2,1,1,1,1,5,5,3,8,3,NA,NA,4,3,3,3,3,4,4,4,1,4,0,2,6,4,2,2,4,3,1,3,4,3,53,4,NA,1,1,2,"5",5,1,4,1,1,1,"11/03/2020",1,1,99,2,4,"43","","","21","","",2,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"507",7033,"11/02/2020",1,37,3,1,7,1,2,28,2,1,4,2,4,3,2,2,1,1,3,1,NA,NA,NA,NA,NA,NA,2,1,2,2,8,6,0,7,5,7,6,6,0,8,6,8,6,5,NA,NA,4,4,3,4,4,3,4,4,1,6,4,1,5,5,1,1,1,3,3,3,8,1,33,4,NA,2,2,2,"4",4,1,4,1,1,1,"05/03/2020",1,1,1,5,6,"48","51","43","37","01","08",3,4,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"508",7036,"12/02/2020",1,37,3,1,7,1,3,21,8,1,2,2,4,1,1,2,3,4,1,2,NA,NA,NA,NA,NA,NA,1,2,99,99,99,99,99,99,99,99,99,99,99,8,2,5,99,99,NA,NA,3,4,3,4,4,4,4,3,1,6,5,99,6,5,99,99,99,2,3,4,7,3,21,4,NA,5,1,4,"6",6,1,4,1,1,1,"08/03/2020",1,1,99,5,2,"68","","","29","","",9,2,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"509",7037,"10/02/2020",1,37,3,2,5,1,2,1,3,1,3,2,1,2,2,2,1,2,3,1,NA,NA,NA,NA,NA,NA,3,2,98,2,5,8,9,5,0,2,1,10,0,5,5,5,3,0,NA,NA,4,4,4,2,4,3,3,4,2,5,1,7,98,1,7,7,7,2,3,4,8,7,61,4,NA,1,1,2,"4",8,1,1,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.846867140164023,NA,3,1,2
"510",7040,"10/02/2020",1,37,3,2,8,1,2,23,1,2,3,1,4,3,3,3,2,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,2,6,8,7,4,6,1,1,3,5,8,8,6,8,7,NA,NA,4,4,2,4,4,4,4,3,3,5,4,2,3,3,2,2,2,3,3,3,7,4,33,5,NA,6,1,3,"4",5,1,5,1,1,1,"09/03/2020",1,1,2,2,6,"96","","","96","","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"511",7043,"03/02/2020",1,37,3,2,7,1,2,23,4,8,4,2,1,3,4,2,1,8,4,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1,5,0,98,0,1,1,1,0,1,3,1,3,5,NA,NA,1,3,4,4,4,3,4,3,3,6,1,7,5,2,7,7,7,1,3,3,9,5,33,5,NA,3,2,3,"4",5,1,1,1,1,1,"11/03/2020",1,1,7,5,6,"57","","","17","03","",3,3,1,1,1,1,0.866611606617809,0.939426163280526,4,1,3
"512",7052,"02/02/2020",1,37,3,2,7,1,3,61,3,2,4,2,1,4,3,3,1,2,3,1,NA,NA,NA,NA,NA,NA,1,2,2,2,5,0,0,0,0,0,0,2,0,8,4,8,4,0,NA,NA,1,4,4,1,4,4,3,4,3,4,0,7,6,1,7,7,7,4,2,4,5,2,34,5,NA,1,2,3,"4",8,1,1,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.866611606617809,NA,4,1,3
"513",7082,"23/02/2020",1,37,3,2,5,1,3,16,1,3,2,1,2,3,3,3,4,4,1,2,NA,NA,NA,NA,NA,NA,2,98,3,3,98,5,98,5,98,98,98,98,98,98,98,0,5,3,NA,NA,2,3,3,3,3,3,3,3,3,2,2,99,98,99,99,99,99,2,3,1,3,1,8,3,2006,3,1,3,"4",2,5,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.719122699947309,NA,3,4,2
"514",7096,"06/02/2020",1,45,4,2,8,1,2,18,2,1,4,2,4,2,3,1,2,1,3,1,NA,NA,NA,NA,NA,NA,3,4,2,1,6,5,4,7,5,5,5,4,2,7,7,7,5,4,NA,NA,2,3,3,3,4,3,3,4,3,4,3,1,2,1,1,1,5,2,1,3,6,3,48,4,NA,1,2,5,"7",6,1,3,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.832570579541014,NA,4,3,3
"515",7101,"27/02/2020",1,35,3,1,4,1,5,47,98,2,4,2,NA,NA,4,99,4,2,2,2,1,1,1,4,1,2,3,4,4,2,0,0,0,NA,NA,NA,NA,NA,8,10,10,0,1,NA,6,9,98,4,1,4,3,4,3,1,3,6,0,11,1,98,11,94,94,4,3,3,1,6,33,NA,NA,NA,NA,1,"2",7,2,3,1,2,2,"09/03/2020",1,1,11,3,2,"61","","","21","","",2,1,2,2,2,1,0.747023820877075,0.612195134162903,2,3,2
"516",7178,"04/02/2020",1,36,3,2,4,1,2,18,2,1,3,2,1,3,3,4,2,1,3,1,NA,NA,NA,NA,NA,NA,3,2,4,2,9,5,0,5,4,4,5,4,0,9,2,9,5,4,NA,NA,1,98,3,1,3,3,3,1,1,5,4,1,1,1,1,1,94,3,3,2,7,6,31,4,NA,3,1,5,"3",3,1,4,1,1,1,"09/03/2020",1,1,1,5,6,"64","","","24","","",1,2,1,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"517",7185,"05/02/2020",1,36,3,2,7,1,3,33,3,1,4,2,2,1,3,3,1,4,1,1,NA,NA,NA,NA,NA,NA,1,3,2,2,8,6,5,7,7,5,6,5,5,7,5,8,6,5,NA,NA,2,4,4,2,4,4,2,2,2,6,3,1,2,1,1,1,1,2,3,3,7,6,52,5,NA,2,2,3,"6",5,1,3,1,1,1,"11/03/2020",1,1,1,5,6,"41","","","01","","",3,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"518",7192,"01/03/2020",1,36,3,1,8,1,1,56,3,1,2,98,1,3,98,2,4,1,98,1,NA,NA,NA,NA,NA,NA,1,2,2,2,10,0,2,3,0,3,0,4,0,5,5,10,0,0,NA,NA,2,4,3,3,4,4,4,4,1,6,5,1,1,1,1,2,2,4,2,5,5,4,11,4,NA,10,1,99,"סירוב",3,1,5,1,1,1,"08/03/2020",1,1,1,5,6,"60","55","","01","20","",3,1,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"519",7195,"01/03/2020",1,37,3,1,7,1,2,45,1,1,4,1,3,1,2,1,4,4,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,6,8,6,5,8,0,0,0,0,7,5,7,7,9,NA,NA,4,3,4,3,4,4,4,3,1,6,5,9,6,5,9,9,6,4,3,4,7,3,31,7,NA,1,1,4,"5",3,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"520",7196,"01/03/2020",1,36,3,2,7,1,4,32,2,3,1,1,4,3,1,3,3,4,1,2,NA,NA,NA,NA,NA,NA,4,4,1,1,0,10,10,0,0,0,0,0,0,10,10,0,10,5,NA,NA,1,4,3,4,3,3,3,4,1,5,3,2,6,4,2,3,4,4,3,2,8,1,33,4,NA,10,1,5,"4",4,1,5,1,1,1,"09/03/2020",1,1,2,5,6,"61","","","07","","",2,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"521",7234,"04/02/2020",1,36,3,2,5,1,2,62,3,1,4,2,1,2,3,3,1,1,4,1,NA,NA,NA,NA,NA,NA,1,4,2,2,8,1,6,7,0,10,0,10,1,8,5,8,1,0,NA,NA,5,3,3,1,4,1,1,1,1,6,0,1,1,1,7,7,1,1,1,4,5,4,36,4,NA,1,2,3,"4",9,1,1,1,1,1,"09/03/2020",1,1,1,5,6,"42","61","","20","28","",1,2,1,1,1,1,0.846867140164023,1.01625670489914,3,1,2
